date,zika_unscaled,zika_monthly,isPartial,scale,zika
2015-05-01,0,,,,
2015-05-02,0,,,,
2015-05-03,0,0.0,False,0.0,0.0
2015-05-04,0,0.0,,0.0,0.0
2015-05-05,0,0.0,,0.0,0.0
2015-05-06,0,0.0,,0.0,0.0
2015-05-07,0,0.0,,0.0,0.0
2015-05-08,0,0.0,,0.0,0.0
2015-05-09,0,0.0,,0.0,0.0
2015-05-10,0,3.0,False,0.03,0.0
2015-05-11,0,3.0,,0.03,0.0
2015-05-12,0,3.0,,0.03,0.0
2015-05-13,0,3.0,,0.03,0.0
2015-05-14,0,3.0,,0.03,0.0
2015-05-15,82,3.0,,0.03,2.46
2015-05-16,100,3.0,,0.03,3.0
2015-05-17,0,0.0,False,0.0,0.0
2015-05-18,0,0.0,,0.0,0.0
2015-05-19,0,0.0,,0.0,0.0
2015-05-20,0,0.0,,0.0,0.0
2015-05-21,0,0.0,,0.0,0.0
2015-05-22,0,0.0,,0.0,0.0
2015-05-23,0,0.0,,0.0,0.0
2015-05-24,0,0.0,False,0.0,0.0
2015-05-25,0,0.0,,0.0,0.0
2015-05-26,0,0.0,,0.0,0.0
2015-05-27,0,0.0,,0.0,0.0
2015-05-28,0,0.0,,0.0,0.0
2015-05-29,0,0.0,,0.0,0.0
2015-05-30,0,0.0,,0.0,0.0
2015-05-31,0,3.0,False,0.03,0.0
2015-06-01,0,3.0,,0.03,0.0
2015-06-02,0,3.0,,0.03,0.0
2015-06-03,0,3.0,,0.03,0.0
2015-06-04,0,3.0,,0.03,0.0
2015-06-05,0,3.0,,0.03,0.0
2015-06-06,81,3.0,,0.03,2.4299999999999997
2015-06-07,0,10.0,False,0.1,0.0
2015-06-08,79,10.0,,0.1,7.9
2015-06-09,0,10.0,,0.1,0.0
2015-06-10,100,10.0,,0.1,10.0
2015-06-11,35,10.0,,0.1,3.5
2015-06-12,36,10.0,,0.1,3.6
2015-06-13,0,10.0,,0.1,0.0
2015-06-14,50,5.0,False,0.05,2.5
2015-06-15,0,5.0,,0.05,0.0
2015-06-16,36,5.0,,0.05,1.8
2015-06-17,34,5.0,,0.05,1.7000000000000002
2015-06-18,0,5.0,,0.05,0.0
2015-06-19,0,5.0,,0.05,0.0
2015-06-20,0,5.0,,0.05,0.0
2015-06-21,0,2.0,False,0.02,0.0
2015-06-22,0,2.0,,0.02,0.0
2015-06-23,0,2.0,,0.02,0.0
2015-06-24,37,2.0,,0.02,0.74
2015-06-25,0,2.0,,0.02,0.0
2015-06-26,0,2.0,,0.02,0.0
2015-06-27,0,2.0,,0.02,0.0
2015-06-28,0,2.0,False,0.02,0.0
2015-06-29,0,2.0,,0.02,0.0
2015-06-30,38,2.0,,0.02,0.76
2015-07-01,0,2.0,,0.02,0.0
2015-07-02,0,2.0,,0.02,0.0
2015-07-03,0,2.0,,0.02,0.0
2015-07-04,0,2.0,,0.02,0.0
2015-07-05,0,0.0,False,0.0,0.0
2015-07-06,0,0.0,,0.0,0.0
2015-07-07,0,0.0,,0.0,0.0
2015-07-08,0,0.0,,0.0,0.0
2015-07-09,0,0.0,,0.0,0.0
2015-07-10,0,0.0,,0.0,0.0
2015-07-11,0,0.0,,0.0,0.0
2015-07-12,0,0.0,False,0.0,0.0
2015-07-13,0,0.0,,0.0,0.0
2015-07-14,0,0.0,,0.0,0.0
2015-07-15,0,0.0,,0.0,0.0
2015-07-16,0,0.0,,0.0,0.0
2015-07-17,0,0.0,,0.0,0.0
2015-07-18,0,0.0,,0.0,0.0
2015-07-19,0,2.0,False,0.02,0.0
2015-07-20,0,2.0,,0.02,0.0
2015-07-21,0,2.0,,0.02,0.0
2015-07-22,0,2.0,,0.02,0.0
2015-07-23,0,2.0,,0.02,0.0
2015-07-24,100,2.0,,0.02,2.0
2015-07-25,0,2.0,,0.02,0.0
2015-07-26,0,0.0,False,0.0,0.0
2015-07-27,0,0.0,,0.0,0.0
2015-07-28,0,0.0,,0.0,0.0
2015-07-29,0,0.0,,0.0,0.0
2015-07-30,0,0.0,,0.0,0.0
2015-07-31,0,0.0,,0.0,0.0
2015-08-01,0,0.0,,0.0,0.0
2015-08-02,0,0.0,False,0.0,0.0
2015-08-03,0,0.0,,0.0,0.0
2015-08-04,0,0.0,,0.0,0.0
2015-08-05,0,0.0,,0.0,0.0
2015-08-06,0,0.0,,0.0,0.0
2015-08-07,0,0.0,,0.0,0.0
2015-08-08,0,0.0,,0.0,0.0
2015-08-09,0,0.0,False,0.0,0.0
2015-08-10,0,0.0,,0.0,0.0
2015-08-11,0,0.0,,0.0,0.0
2015-08-12,0,0.0,,0.0,0.0
2015-08-13,0,0.0,,0.0,0.0
2015-08-14,0,0.0,,0.0,0.0
2015-08-15,0,0.0,,0.0,0.0
2015-08-16,0,0.0,False,0.0,0.0
2015-08-17,0,0.0,,0.0,0.0
2015-08-18,0,0.0,,0.0,0.0
2015-08-19,0,0.0,,0.0,0.0
2015-08-20,0,0.0,,0.0,0.0
2015-08-21,0,0.0,,0.0,0.0
2015-08-22,0,0.0,,0.0,0.0
2015-08-23,0,1.0,False,0.01,0.0
2015-08-24,0,1.0,,0.01,0.0
2015-08-25,100,1.0,,0.01,1.0
2015-08-26,0,1.0,,0.01,0.0
2015-08-27,0,1.0,,0.01,0.0
2015-08-28,0,1.0,,0.01,0.0
2015-08-29,0,1.0,,0.01,0.0
2015-08-30,0,0.0,False,0.0,0.0
2015-08-31,0,0.0,,0.0,0.0
2015-09-01,0,0.0,,0.0,0.0
2015-09-02,0,0.0,,0.0,0.0
2015-09-03,0,0.0,,0.0,0.0
2015-09-04,0,0.0,,0.0,0.0
2015-09-05,0,0.0,,0.0,0.0
2015-09-06,0,0.0,False,0.0,0.0
2015-09-07,0,0.0,,0.0,0.0
2015-09-08,0,0.0,,0.0,0.0
2015-09-09,0,0.0,,0.0,0.0
2015-09-10,0,0.0,,0.0,0.0
2015-09-11,0,0.0,,0.0,0.0
2015-09-12,0,0.0,,0.0,0.0
2015-09-13,0,0.0,False,0.0,0.0
2015-09-14,0,0.0,,0.0,0.0
2015-09-15,0,0.0,,0.0,0.0
2015-09-16,0,0.0,,0.0,0.0
2015-09-17,0,0.0,,0.0,0.0
2015-09-18,0,0.0,,0.0,0.0
2015-09-19,0,0.0,,0.0,0.0
2015-09-20,0,1.0,False,0.01,0.0
2015-09-21,0,1.0,,0.01,0.0
2015-09-22,0,1.0,,0.01,0.0
2015-09-23,100,1.0,,0.01,1.0
2015-09-24,0,1.0,,0.01,0.0
2015-09-25,0,1.0,,0.01,0.0
2015-09-26,0,1.0,,0.01,0.0
2015-09-27,0,0.0,False,0.0,0.0
2015-09-28,0,0.0,,0.0,0.0
2015-09-29,0,0.0,,0.0,0.0
2015-09-30,0,0.0,,0.0,0.0
2015-10-01,0,0.0,,0.0,0.0
2015-10-02,0,0.0,,0.0,0.0
2015-10-03,0,0.0,,0.0,0.0
2015-10-04,0,0.0,False,0.0,0.0
2015-10-05,0,0.0,,0.0,0.0
2015-10-06,0,0.0,,0.0,0.0
2015-10-07,0,0.0,,0.0,0.0
2015-10-08,0,0.0,,0.0,0.0
2015-10-09,0,0.0,,0.0,0.0
2015-10-10,0,0.0,,0.0,0.0
2015-10-11,0,9.0,False,0.09,0.0
2015-10-12,0,9.0,,0.09,0.0
2015-10-13,0,9.0,,0.09,0.0
2015-10-14,0,9.0,,0.09,0.0
2015-10-15,0,9.0,,0.09,0.0
2015-10-16,46,9.0,,0.09,4.14
2015-10-17,100,9.0,,0.09,9.0
2015-10-18,0,12.0,False,0.12,0.0
2015-10-19,22,12.0,,0.12,2.6399999999999997
2015-10-20,21,12.0,,0.12,2.52
2015-10-21,61,12.0,,0.12,7.319999999999999
2015-10-22,21,12.0,,0.12,2.52
2015-10-23,0,12.0,,0.12,0.0
2015-10-24,0,12.0,,0.12,0.0
2015-10-25,25,7.0,False,0.07,1.7500000000000002
2015-10-26,20,7.0,,0.07,1.4000000000000001
2015-10-27,0,7.0,,0.07,0.0
2015-10-28,20,7.0,,0.07,1.4000000000000001
2015-10-29,21,7.0,,0.07,1.4700000000000002
2015-10-30,0,7.0,,0.07,0.0
2015-10-31,25,7.0,,0.07,1.7500000000000002
2015-11-01,53,15.0,False,0.15,7.949999999999999
2015-11-02,21,15.0,,0.15,3.15
2015-11-03,18,15.0,,0.15,2.6999999999999997
2015-11-04,17,15.0,,0.15,2.55
2015-11-05,0,15.0,,0.15,0.0
2015-11-06,19,15.0,,0.15,2.85
2015-11-07,100,15.0,,0.15,15.0
2015-11-08,21,18.0,False,0.18,3.78
2015-11-09,36,18.0,,0.18,6.4799999999999995
2015-11-10,17,18.0,,0.18,3.06
2015-11-11,35,18.0,,0.18,6.3
2015-11-12,71,18.0,,0.18,12.78
2015-11-13,56,18.0,,0.18,10.08
2015-11-14,20,18.0,,0.18,3.5999999999999996
2015-11-15,24,10.0,False,0.1,2.4000000000000004
2015-11-16,22,10.0,,0.1,2.2
2015-11-17,35,10.0,,0.1,3.5
2015-11-18,37,10.0,,0.1,3.7
2015-11-19,0,10.0,,0.1,0.0
2015-11-20,0,10.0,,0.1,0.0
2015-11-21,20,10.0,,0.1,2.0
2015-11-22,47,16.0,False,0.16,7.5200000000000005
2015-11-23,37,16.0,,0.16,5.92
2015-11-24,36,16.0,,0.16,5.76
2015-11-25,18,16.0,,0.16,2.88
2015-11-26,0,16.0,,0.16,0.0
2015-11-27,19,16.0,,0.16,3.04
2015-11-28,89,16.0,,0.16,14.24
2015-11-29,51,33.0,False,0.33,16.830000000000002
2015-11-30,37,33.0,,0.33,12.21
2015-12-01,16,33.0,,0.33,5.28
2015-12-02,39,33.0,,0.33,12.870000000000001
2015-12-03,24,33.0,,0.33,7.92
2015-12-04,44,33.0,,0.33,14.520000000000001
2015-12-05,38,33.0,,0.33,12.540000000000001
2015-12-06,23,32.0,False,0.32,7.36
2015-12-07,28,32.0,,0.32,8.96
2015-12-08,23,32.0,,0.32,7.36
2015-12-09,26,32.0,,0.32,8.32
2015-12-10,25,32.0,,0.32,8.0
2015-12-11,61,32.0,,0.32,19.52
2015-12-12,0,32.0,,0.32,0.0
2015-12-13,88,47.0,False,0.47,41.36
2015-12-14,9,47.0,,0.47,4.2299999999999995
2015-12-15,17,47.0,,0.47,7.989999999999999
2015-12-16,27,47.0,,0.47,12.69
2015-12-17,56,47.0,,0.47,26.32
2015-12-18,38,47.0,,0.47,17.86
2015-12-19,57,47.0,,0.47,26.79
2015-12-20,37,53.0,False,0.53,19.61
2015-12-21,29,53.0,,0.53,15.370000000000001
2015-12-22,59,53.0,,0.53,31.270000000000003
2015-12-23,64,53.0,,0.53,33.92
2015-12-24,37,53.0,,0.53,19.61
2015-12-25,63,53.0,,0.53,33.39
2015-12-26,25,53.0,,0.53,13.25
2015-12-27,100,100.0,False,1.0,100.0
2015-12-28,40,100.0,,1.0,40.0
2015-12-29,82,100.0,,1.0,82.0
2015-12-30,64,100.0,,1.0,64.0
2015-12-31,76,100.0,,1.0,76.0
2016-01-01,58,,,,
2016-01-02,100,,,,
2016-01-03,35,85.0,False,0.85,29.75
2016-01-04,22,85.0,,0.85,18.7
2016-01-05,27,85.0,,0.85,22.95
2016-01-06,41,85.0,,0.85,34.85
2016-01-07,83,85.0,,0.85,70.55
2016-01-08,68,85.0,,0.85,57.8
2016-01-09,31,85.0,,0.85,26.349999999999998
2016-01-10,27,76.0,False,0.76,20.52
2016-01-11,42,76.0,,0.76,31.92
2016-01-12,45,76.0,,0.76,34.2
2016-01-13,38,76.0,,0.76,28.88
2016-01-14,37,76.0,,0.76,28.12
2016-01-15,31,76.0,,0.76,23.56
2016-01-16,50,76.0,,0.76,38.0
2016-01-17,39,87.0,False,0.87,33.93
2016-01-18,45,87.0,,0.87,39.15
2016-01-19,42,87.0,,0.87,36.54
2016-01-20,66,87.0,,0.87,57.42
2016-01-21,49,87.0,,0.87,42.63
2016-01-22,36,87.0,,0.87,31.32
2016-01-23,39,87.0,,0.87,33.93
2016-01-24,73,100.0,False,1.0,73.0
2016-01-25,46,100.0,,1.0,46.0
2016-01-26,39,100.0,,1.0,39.0
2016-01-27,52,100.0,,1.0,52.0
2016-01-28,93,100.0,,1.0,93.0
2016-01-29,48,100.0,,1.0,48.0
2016-01-30,19,100.0,,1.0,19.0
2016-01-31,29,88.0,False,0.88,25.52
2016-02-01,57,88.0,,0.88,50.160000000000004
2016-02-02,100,88.0,,0.88,88.0
2016-02-03,47,88.0,,0.88,41.36
2016-02-04,32,88.0,,0.88,28.16
2016-02-05,65,88.0,,0.88,57.2
2016-02-06,62,88.0,,0.88,54.56
2016-02-07,39,58.0,False,0.58,22.619999999999997
2016-02-08,34,58.0,,0.58,19.72
2016-02-09,63,58.0,,0.58,36.54
2016-02-10,33,58.0,,0.58,19.139999999999997
2016-02-11,40,58.0,,0.58,23.2
2016-02-12,28,58.0,,0.58,16.24
2016-02-13,29,58.0,,0.58,16.82
2016-02-14,37,38.0,False,0.38,14.06
2016-02-15,20,38.0,,0.38,7.6
2016-02-16,31,38.0,,0.38,11.78
2016-02-17,14,38.0,,0.38,5.32
2016-02-18,35,38.0,,0.38,13.3
2016-02-19,8,38.0,,0.38,3.04
2016-02-20,24,38.0,,0.38,9.120000000000001
2016-02-21,16,34.0,False,0.34,5.44
2016-02-22,7,34.0,,0.34,2.3800000000000003
2016-02-23,32,34.0,,0.34,10.88
2016-02-24,12,34.0,,0.34,4.08
2016-02-25,32,34.0,,0.34,10.88
2016-02-26,36,34.0,,0.34,12.24
2016-02-27,15,34.0,,0.34,5.1000000000000005
2016-02-28,8,23.0,False,0.23,1.84
2016-02-29,19,23.0,,0.23,4.37
2016-03-01,100,23.0,,0.23,23.0
2016-03-02,33,23.0,,0.23,7.590000000000001
2016-03-03,51,23.0,,0.23,11.73
2016-03-04,19,23.0,,0.23,4.37
2016-03-05,19,23.0,,0.23,4.37
2016-03-06,20,21.0,False,0.21,4.2
2016-03-07,0,21.0,,0.21,0.0
2016-03-08,83,21.0,,0.21,17.43
2016-03-09,34,21.0,,0.21,7.14
2016-03-10,35,21.0,,0.21,7.35
2016-03-11,36,21.0,,0.21,7.56
2016-03-12,79,21.0,,0.21,16.59
2016-03-13,0,11.0,False,0.11,0.0
2016-03-14,0,11.0,,0.11,0.0
2016-03-15,35,11.0,,0.11,3.85
2016-03-16,52,11.0,,0.11,5.72
2016-03-17,17,11.0,,0.11,1.87
2016-03-18,19,11.0,,0.11,2.09
2016-03-19,22,11.0,,0.11,2.42
2016-03-20,0,14.0,False,0.14,0.0
2016-03-21,74,14.0,,0.14,10.360000000000001
2016-03-22,0,14.0,,0.14,0.0
2016-03-23,41,14.0,,0.14,5.74
2016-03-24,77,14.0,,0.14,10.780000000000001
2016-03-25,0,14.0,,0.14,0.0
2016-03-26,0,14.0,,0.14,0.0
2016-03-27,0,8.0,False,0.08,0.0
2016-03-28,36,8.0,,0.08,2.88
2016-03-29,33,8.0,,0.08,2.64
2016-03-30,17,8.0,,0.08,1.36
2016-03-31,0,8.0,,0.08,0.0
2016-04-01,25,8.0,,0.08,2.0
2016-04-02,0,8.0,,0.08,0.0
2016-04-03,28,11.0,False,0.11,3.08
2016-04-04,49,11.0,,0.11,5.39
2016-04-05,24,11.0,,0.11,2.64
2016-04-06,49,11.0,,0.11,5.39
2016-04-07,0,11.0,,0.11,0.0
2016-04-08,54,11.0,,0.11,5.94
2016-04-09,0,11.0,,0.11,0.0
2016-04-10,29,15.0,False,0.15,4.35
2016-04-11,25,15.0,,0.15,3.75
2016-04-12,48,15.0,,0.15,7.199999999999999
2016-04-13,23,15.0,,0.15,3.4499999999999997
2016-04-14,48,15.0,,0.15,7.199999999999999
2016-04-15,76,15.0,,0.15,11.4
2016-04-16,28,15.0,,0.15,4.2
2016-04-17,0,5.0,False,0.05,0.0
2016-04-18,24,5.0,,0.05,1.2000000000000002
2016-04-19,23,5.0,,0.05,1.1500000000000001
2016-04-20,23,5.0,,0.05,1.1500000000000001
2016-04-21,24,5.0,,0.05,1.2000000000000002
2016-04-22,0,5.0,,0.05,0.0
2016-04-23,0,5.0,,0.05,0.0
2016-04-24,60,12.0,False,0.12,7.199999999999999
2016-04-25,100,12.0,,0.12,12.0
2016-04-26,0,12.0,,0.12,0.0
2016-04-27,24,12.0,,0.12,2.88
2016-04-28,25,12.0,,0.12,3.0
2016-04-29,0,12.0,,0.12,0.0
2016-04-30,29,12.0,,0.12,3.48
2016-05-01,0,7.0,False,0.07,0.0
2016-05-02,50,7.0,,0.07,3.5000000000000004
2016-05-03,0,7.0,,0.07,0.0
2016-05-04,0,7.0,,0.07,0.0
2016-05-05,0,7.0,,0.07,0.0
2016-05-06,26,7.0,,0.07,1.8200000000000003
2016-05-07,29,7.0,,0.07,2.0300000000000002
2016-05-08,0,4.0,False,0.04,0.0
2016-05-09,0,4.0,,0.04,0.0
2016-05-10,25,4.0,,0.04,1.0
2016-05-11,0,4.0,,0.04,0.0
2016-05-12,24,4.0,,0.04,0.96
2016-05-13,0,4.0,,0.04,0.0
2016-05-14,28,4.0,,0.04,1.12
2016-05-15,0,11.0,False,0.11,0.0
2016-05-16,26,11.0,,0.11,2.86
2016-05-17,23,11.0,,0.11,2.53
2016-05-18,49,11.0,,0.11,5.39
2016-05-19,100,11.0,,0.11,11.0
2016-05-20,0,11.0,,0.11,0.0
2016-05-21,0,11.0,,0.11,0.0
2016-05-22,88,13.0,False,0.13,11.440000000000001
2016-05-23,26,13.0,,0.13,3.38
2016-05-24,24,13.0,,0.13,3.12
2016-05-25,25,13.0,,0.13,3.25
2016-05-26,25,13.0,,0.13,3.25
2016-05-27,54,13.0,,0.13,7.0200000000000005
2016-05-28,0,13.0,,0.13,0.0
2016-05-29,0,4.0,False,0.04,0.0
2016-05-30,30,4.0,,0.04,1.2
2016-05-31,25,4.0,,0.04,1.0
2016-06-01,28,4.0,,0.04,1.12
2016-06-02,27,4.0,,0.04,1.08
2016-06-03,0,4.0,,0.04,0.0
2016-06-04,0,4.0,,0.04,0.0
2016-06-05,38,7.0,False,0.07,2.66
2016-06-06,33,7.0,,0.07,2.31
2016-06-07,58,7.0,,0.07,4.0600000000000005
2016-06-08,0,7.0,,0.07,0.0
2016-06-09,0,7.0,,0.07,0.0
2016-06-10,30,7.0,,0.07,2.1
2016-06-11,34,7.0,,0.07,2.3800000000000003
2016-06-12,38,3.0,False,0.03,1.14
2016-06-13,0,3.0,,0.03,0.0
2016-06-14,29,3.0,,0.03,0.87
2016-06-15,0,3.0,,0.03,0.0
2016-06-16,0,3.0,,0.03,0.0
2016-06-17,0,3.0,,0.03,0.0
2016-06-18,0,3.0,,0.03,0.0
2016-06-19,41,7.0,False,0.07,2.87
2016-06-20,0,7.0,,0.07,0.0
2016-06-21,0,7.0,,0.07,0.0
2016-06-22,32,7.0,,0.07,2.24
2016-06-23,100,7.0,,0.07,7.000000000000001
2016-06-24,0,7.0,,0.07,0.0
2016-06-25,0,7.0,,0.07,0.0
2016-06-26,43,3.0,False,0.03,1.29
2016-06-27,0,3.0,,0.03,0.0
2016-06-28,34,3.0,,0.03,1.02
2016-06-29,0,3.0,,0.03,0.0
2016-06-30,0,3.0,,0.03,0.0
2016-07-01,0,3.0,,0.03,0.0
2016-07-02,0,3.0,,0.03,0.0
2016-07-03,66,7.0,False,0.07,4.62
2016-07-04,63,7.0,,0.07,4.41
2016-07-05,0,7.0,,0.07,0.0
2016-07-06,45,7.0,,0.07,3.1500000000000004
2016-07-07,45,7.0,,0.07,3.1500000000000004
2016-07-08,0,7.0,,0.07,0.0
2016-07-09,0,7.0,,0.07,0.0
2016-07-10,0,12.0,False,0.12,0.0
2016-07-11,91,12.0,,0.12,10.92
2016-07-12,43,12.0,,0.12,5.16
2016-07-13,43,12.0,,0.12,5.16
2016-07-14,83,12.0,,0.12,9.959999999999999
2016-07-15,0,12.0,,0.12,0.0
2016-07-16,100,12.0,,0.12,12.0
2016-07-17,55,11.0,False,0.11,6.05
2016-07-18,44,11.0,,0.11,4.84
2016-07-19,0,11.0,,0.11,0.0
2016-07-20,93,11.0,,0.11,10.23
2016-07-21,44,11.0,,0.11,4.84
2016-07-22,46,11.0,,0.11,5.06
2016-07-23,53,11.0,,0.11,5.83
2016-07-24,56,8.0,False,0.08,4.48
2016-07-25,92,8.0,,0.08,7.36
2016-07-26,43,8.0,,0.08,3.44
2016-07-27,0,8.0,,0.08,0.0
2016-07-28,42,8.0,,0.08,3.36
2016-07-29,0,8.0,,0.08,0.0
2016-07-30,0,8.0,,0.08,0.0
2016-07-31,0,2.0,False,0.02,0.0
2016-08-01,46,2.0,,0.02,0.92
2016-08-02,0,2.0,,0.02,0.0
2016-08-03,0,2.0,,0.02,0.0
2016-08-04,0,2.0,,0.02,0.0
2016-08-05,0,2.0,,0.02,0.0
2016-08-06,0,2.0,,0.02,0.0
2016-08-07,0,8.0,False,0.08,0.0
2016-08-08,47,8.0,,0.08,3.7600000000000002
2016-08-09,0,8.0,,0.08,0.0
2016-08-10,0,8.0,,0.08,0.0
2016-08-11,46,8.0,,0.08,3.68
2016-08-12,100,8.0,,0.08,8.0
2016-08-13,59,8.0,,0.08,4.72
2016-08-14,0,2.0,False,0.02,0.0
2016-08-15,0,2.0,,0.02,0.0
2016-08-16,0,2.0,,0.02,0.0
2016-08-17,0,2.0,,0.02,0.0
2016-08-18,0,2.0,,0.02,0.0
2016-08-19,49,2.0,,0.02,0.98
2016-08-20,0,2.0,,0.02,0.0
2016-08-21,59,3.0,False,0.03,1.77
2016-08-22,0,3.0,,0.03,0.0
2016-08-23,0,3.0,,0.03,0.0
2016-08-24,44,3.0,,0.03,1.3199999999999998
2016-08-25,0,3.0,,0.03,0.0
2016-08-26,0,3.0,,0.03,0.0
2016-08-27,0,3.0,,0.03,0.0
2016-08-28,0,1.0,False,0.01,0.0
2016-08-29,42,1.0,,0.01,0.42
2016-08-30,0,1.0,,0.01,0.0
2016-08-31,0,1.0,,0.01,0.0
2016-09-01,0,1.0,,0.01,0.0
2016-09-02,0,1.0,,0.01,0.0
2016-09-03,0,1.0,,0.01,0.0
2016-09-04,0,3.0,False,0.03,0.0
2016-09-05,0,3.0,,0.03,0.0
2016-09-06,79,3.0,,0.03,2.37
2016-09-07,0,3.0,,0.03,0.0
2016-09-08,0,3.0,,0.03,0.0
2016-09-09,0,3.0,,0.03,0.0
2016-09-10,100,3.0,,0.03,3.0
2016-09-11,0,3.0,False,0.03,0.0
2016-09-12,80,3.0,,0.03,2.4
2016-09-13,0,3.0,,0.03,0.0
2016-09-14,0,3.0,,0.03,0.0
2016-09-15,0,3.0,,0.03,0.0
2016-09-16,87,3.0,,0.03,2.61
2016-09-17,0,3.0,,0.03,0.0
2016-09-18,0,6.0,False,0.06,0.0
2016-09-19,0,6.0,,0.06,0.0
2016-09-20,80,6.0,,0.06,4.8
2016-09-21,0,6.0,,0.06,0.0
2016-09-22,82,6.0,,0.06,4.92
2016-09-23,86,6.0,,0.06,5.16
2016-09-24,97,6.0,,0.06,5.819999999999999
2016-09-25,0,1.0,False,0.01,0.0
2016-09-26,0,1.0,,0.01,0.0
2016-09-27,0,1.0,,0.01,0.0
2016-09-28,0,1.0,,0.01,0.0
2016-09-29,80,1.0,,0.01,0.8
2016-09-30,0,1.0,,0.01,0.0
2016-10-01,0,1.0,,0.01,0.0
2016-10-02,86,1.0,False,0.01,0.86
2016-10-03,0,1.0,,0.01,0.0
2016-10-04,0,1.0,,0.01,0.0
2016-10-05,0,1.0,,0.01,0.0
2016-10-06,0,1.0,,0.01,0.0
2016-10-07,0,1.0,,0.01,0.0
2016-10-08,0,1.0,,0.01,0.0
2016-10-09,100,3.0,False,0.03,3.0
2016-10-10,0,3.0,,0.03,0.0
2016-10-11,0,3.0,,0.03,0.0
2016-10-12,0,3.0,,0.03,0.0
2016-10-13,0,3.0,,0.03,0.0
2016-10-14,0,3.0,,0.03,0.0
2016-10-15,94,3.0,,0.03,2.82
2016-10-16,0,2.0,False,0.02,0.0
2016-10-17,95,2.0,,0.02,1.9000000000000001
2016-10-18,0,2.0,,0.02,0.0
2016-10-19,0,2.0,,0.02,0.0
2016-10-20,0,2.0,,0.02,0.0
2016-10-21,0,2.0,,0.02,0.0
2016-10-22,0,2.0,,0.02,0.0
2016-10-23,0,1.0,False,0.01,0.0
2016-10-24,0,1.0,,0.01,0.0
2016-10-25,72,1.0,,0.01,0.72
2016-10-26,0,1.0,,0.01,0.0
2016-10-27,0,1.0,,0.01,0.0
2016-10-28,0,1.0,,0.01,0.0
2016-10-29,0,1.0,,0.01,0.0
2016-10-30,95,9.0,False,0.09,8.549999999999999
2016-10-31,0,9.0,,0.09,0.0
2016-11-01,83,9.0,,0.09,7.47
2016-11-02,79,9.0,,0.09,7.109999999999999
2016-11-03,0,9.0,,0.09,0.0
2016-11-04,43,9.0,,0.09,3.8699999999999997
2016-11-05,0,9.0,,0.09,0.0
2016-11-06,0,0.0,False,0.0,0.0
2016-11-07,0,0.0,,0.0,0.0
2016-11-08,0,0.0,,0.0,0.0
2016-11-09,0,0.0,,0.0,0.0
2016-11-10,0,0.0,,0.0,0.0
